ID,department,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Project ID,Project Type,Start Date,Planned Completion Date,Actual Completion Date,Project Status,Priority,Task ID,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Delay Days,Cost Overrun %,Tasks Completed,Productivity Score,Training Effectiveness,Experience Index,Priority_Scaled,Workload Pressure
,Sales & Marketing,Masters & above,2,34,3,10,0,0,48,,,,,,,,,,,,,,0,,0,,96,30,,
,Sales & Marketing,Bachelors,2,30,1,4,0,0,50,,,,,,,,,,,,,,0,,0,,100,4,,
,Sales & Marketing,Masters & above,1,37,3,3,0,0,46,,,,,,,,,,,,,,0,,0,,46,9,,
,Sales & Marketing,Bachelors,1,47,4,16,1,0,51,,,,,,,,,,,,,,0,,0,,51,64,,
,HR,Masters & above,1,39,5,11,0,0,58,,,,,,,,,,,,,,0,,0,,58,55,,
,Operations,Bachelors,1,56,5,25,1,0,59,,,,,,,,,,,,,,0,,0,,59,125,,
,Technology,Bachelors,1,48,2,7,0,0,73,,,,,,,,,,,,,,0,,0,,73,14,,
,R&D,Bachelors,1,34,3,2,0,0,78,,,,,,,,,,,,,,0,,0,,78,6,,
,Analytics,Masters & above,2,35,4,7,1,1,86,,,,,,,,,,,,,,0,,0,,172,28,,
,Operations,Masters & above,1,35,3,3,0,0,62,,,,,,,,,,,,,,0,,0,,62,9,,
,Operations,Bachelors,2,29,3,5,0,0,59,,,,,,,,,,,,,,0,,0,,118,15,,
,Legal,Bachelors,1,41,5,12,1,0,58,,,,,,,,,,,,,,0,,0,,58,60,,
,Operations,Masters & above,1,44,2,11,0,0,58,,,,,,,,,,,,,,0,,0,,58,22,,
,Operations,Bachelors,1,43,5,11,1,0,62,,,,,,,,,,,,,,0,,0,,62,55,,
,Operations,Bachelors,1,32,1,8,0,0,53,,,,,,,,,,,,,,0,,0,,53,8,,
,Analytics,Bachelors,2,30,5,7,1,0,87,,,,,,,,,,,,,,0,,0,,174,35,,
,HR,Bachelors,1,49,3,17,0,0,51,,,,,,,,,,,,,,0,,0,,51,51,,
,Technology,Masters & above,1,32,3,9,0,0,81,,,,,,,,,,,,,,0,,0,,81,27,,
,Sales & Marketing,,1,37,5,6,0,0,48,,,,,,,,,,,,,,0,,0,,48,30,,
,Technology,Masters & above,1,33,3,7,0,0,80,,,,,,,,,,,,,,0,,0,,80,21,,
,HR,Bachelors,1,27,3,2,0,0,49,,,,,,,,,,,,,,0,,0,,49,6,,
,Sales & Marketing,Bachelors,1,26,4,1,0,0,49,,,,,,,,,,,,,,0,,0,,49,4,,
,Operations,Bachelors,1,28,3,3,0,1,60,,,,,,,,,,,,,,0,,0,,60,9,,
,Procurement,Masters & above,3,30,5,4,0,0,69,,,,,,,,,,,,,,0,,0,,207,20,,
,Operations,Masters & above,1,36,3,7,1,0,59,,,,,,,,,,,,,,0,,0,,59,21,,
,Operations,Masters & above,1,35,3,5,1,0,66,,,,,,,,,,,,,,0,,0,,66,15,,
,Analytics,Bachelors,1,38,3,3,0,0,84,,,,,,,,,,,,,,0,,0,,84,9,,
,Operations,Bachelors,1,33,3,7,0,0,56,,,,,,,,,,,,,,0,,0,,56,21,,
,Sales & Marketing,Bachelors,1,29,,1,0,0,51,,,,,,,,,,,,,,0,,0,,51,,,
,R&D,Masters & above,1,33,3,6,0,0,83,,,,,,,,,,,,,,0,,0,,83,18,,
,Analytics,Masters & above,1,56,2,5,0,0,86,,,,,,,,,,,,,,0,,0,,86,10,,
,Technology,Bachelors,1,37,1,8,0,0,82,,,,,,,,,,,,,,0,,0,,82,8,,
,Operations,Bachelors,1,57,4,6,0,0,60,,,,,,,,,,,,,,0,,0,,60,24,,
,Procurement,Bachelors,2,28,4,5,1,0,70,,,,,,,,,,,,,,0,,0,,140,20,,
,Technology,Masters & above,1,40,3,10,0,0,74,,,,,,,,,,,,,,0,,0,,74,30,,
,Technology,Bachelors,2,34,4,6,0,0,81,,,,,,,,,,,,,,0,,0,,162,24,,
,Sales & Marketing,Bachelors,1,29,,1,0,0,52,,,,,,,,,,,,,,0,,0,,52,,,
,Sales & Marketing,Bachelors,3,32,3,5,0,0,50,,,,,,,,,,,,,,0,,0,,150,15,,
,Analytics,Bachelors,1,30,5,3,1,1,81,,,,,,,,,,,,,,0,,0,,81,15,,
,Technology,Bachelors,1,30,1,7,0,0,81,,,,,,,,,,,,,,0,,0,,81,7,,
,Technology,Bachelors,1,33,3,9,1,0,84,,,,,,,,,,,,,,0,,0,,84,27,,
,Sales & Marketing,Bachelors,1,29,5,3,0,0,59,,,,,,,,,,,,,,0,,0,,59,15,,
,Sales & Marketing,Bachelors,1,32,1,4,1,0,50,,,,,,,,,,,,,,0,,0,,50,4,,
,Sales & Marketing,Masters & above,1,43,2,3,1,0,49,,,,,,,,,,,,,,0,,0,,49,6,,
,Procurement,Masters & above,1,37,5,4,0,0,70,,,,,,,,,,,,,,0,,0,,70,20,,
,Operations,Bachelors,1,33,5,10,1,0,59,,,,,,,,,,,,,,0,,0,,59,50,,
,Sales & Marketing,Bachelors,1,29,4,5,0,0,48,,,,,,,,,,,,,,0,,0,,48,20,,
,Sales & Marketing,Bachelors,1,24,,1,1,0,46,,,,,,,,,,,,,,0,,0,,46,,,
,Analytics,Masters & above,1,38,4,7,1,0,83,,,,,,,,,,,,,,0,,0,,83,28,,
,Operations,Bachelors,1,24,,1,1,0,64,,,,,,,,,,,,,,0,,0,,64,,,
,Procurement,Bachelors,1,43,5,13,0,0,69,,,,,,,,,,,,,,0,,0,,69,65,,
,Procurement,Masters & above,1,34,3,8,0,0,88,,,,,,,,,,,,,,0,,0,,88,24,,
,Sales & Marketing,Bachelors,1,38,1,8,0,0,50,,,,,,,,,,,,,,0,,0,,50,8,,
,Sales & Marketing,Masters & above,2,32,1,5,0,0,45,,,,,,,,,,,,,,0,,0,,90,5,,
,Analytics,Bachelors,1,26,5,3,1,0,84,,,,,,,,,,,,,,0,,0,,84,15,,
,Sales & Marketing,Bachelors,2,28,3,6,0,0,52,,,,,,,,,,,,,,0,,0,,104,18,,
,R&D,Bachelors,1,28,5,4,1,0,83,,,,,,,,,,,,,,0,,0,,83,20,,
,Sales & Marketing,,1,44,3,3,0,0,54,,,,,,,,,,,,,,0,,0,,54,9,,
,Sales & Marketing,Bachelors,1,33,5,9,0,0,49,,,,,,,,,,,,,,0,,0,,49,45,,
,Sales & Marketing,Bachelors,1,32,3,6,0,0,51,,,,,,,,,,,,,,0,,0,,51,18,,
,Technology,,1,35,5,10,1,0,83,,,,,,,,,,,,,,0,,0,,83,50,,
,Procurement,Bachelors,1,47,3,5,0,0,72,,,,,,,,,,,,,,0,,0,,72,15,,
,Operations,Masters & above,2,32,5,3,1,0,63,,,,,,,,,,,,,,0,,0,,126,15,,
,Operations,Bachelors,1,31,5,4,1,0,62,,,,,,,,,,,,,,0,,0,,62,20,,
,Technology,Bachelors,1,51,4,21,0,0,82,,,,,,,,,,,,,,0,,0,,82,84,,
,Finance,Bachelors,3,33,5,6,1,0,58,,,,,,,,,,,,,,0,,0,,174,30,,
,Technology,Bachelors,2,52,3,4,1,0,78,,,,,,,,,,,,,,0,,0,,156,12,,
,Finance,Bachelors,1,29,3,2,1,0,60,,,,,,,,,,,,,,0,,0,,60,6,,
,Analytics,Bachelors,2,42,5,6,1,0,83,,,,,,,,,,,,,,0,,0,,166,30,,
,Sales & Marketing,Bachelors,1,29,,1,1,0,51,,,,,,,,,,,,,,0,,0,,51,,,
,Technology,Bachelors,1,40,2,5,0,0,77,,,,,,,,,,,,,,0,,0,,77,10,,
,Legal,Bachelors,1,37,2,8,0,0,64,,,,,,,,,,,,,,0,,0,,64,16,,
,Sales & Marketing,Masters & above,1,39,5,10,1,0,50,,,,,,,,,,,,,,0,,0,,50,50,,
,Sales & Marketing,Bachelors,1,23,5,2,1,0,53,,,,,,,,,,,,,,0,,0,,53,10,,
,Procurement,Bachelors,1,30,3,4,1,0,68,,,,,,,,,,,,,,0,,0,,68,12,,
,Technology,Bachelors,2,32,3,5,1,0,78,,,,,,,,,,,,,,0,,0,,156,15,,
,Procurement,Bachelors,2,30,1,3,0,0,68,,,,,,,,,,,,,,0,,0,,136,3,,
,Operations,Bachelors,1,33,5,5,1,0,60,,,,,,,,,,,,,,0,,0,,60,25,,
,Procurement,Bachelors,1,32,3,9,0,0,83,,,,,,,,,,,,,,0,,0,,83,27,,
,Technology,Bachelors,1,48,3,21,0,0,79,,,,,,,,,,,,,,0,,0,,79,63,,
,Analytics,Bachelors,1,32,3,5,1,0,87,,,,,,,,,,,,,,0,,0,,87,15,,
,Procurement,Bachelors,1,30,4,2,0,0,81,,,,,,,,,,,,,,0,,0,,81,8,,
,Operations,Bachelors,1,32,3,2,1,0,62,,,,,,,,,,,,,,0,,0,,62,6,,
,Technology,Bachelors,1,29,4,4,0,0,77,,,,,,,,,,,,,,0,,0,,77,16,,
,Analytics,Bachelors,1,34,5,7,1,0,83,,,,,,,,,,,,,,0,,0,,83,35,,
,Technology,Bachelors,1,46,1,18,0,0,79,,,,,,,,,,,,,,0,,0,,79,18,,
,Operations,Bachelors,1,41,3,4,1,0,61,,,,,,,,,,,,,,0,,0,,61,12,,
,Operations,Masters & above,1,47,5,4,0,0,59,,,,,,,,,,,,,,0,,0,,59,20,,
,Analytics,Bachelors,2,29,3,1,0,0,80,,,,,,,,,,,,,,0,,0,,160,3,,
,HR,Bachelors,1,34,3,5,0,0,46,,,,,,,,,,,,,,0,,0,,46,15,,
,Legal,Bachelors,1,37,3,8,1,0,63,,,,,,,,,,,,,,0,,0,,63,24,,
,Analytics,Masters & above,1,31,3,4,0,0,84,,,,,,,,,,,,,,0,,0,,84,12,,
,Sales & Marketing,Bachelors,1,40,4,2,0,0,52,,,,,,,,,,,,,,0,,0,,52,8,,
,Sales & Marketing,Bachelors,1,28,2,2,1,0,50,,,,,,,,,,,,,,0,,0,,50,4,,
,Sales & Marketing,Masters & above,1,38,3,10,1,0,49,,,,,,,,,,,,,,0,,0,,49,30,,
,Technology,Bachelors,1,38,2,8,0,0,85,,,,,,,,,,,,,,0,,0,,85,16,,
,R&D,Bachelors,1,34,2,4,1,0,84,,,,,,,,,,,,,,0,,0,,84,8,,
,HR,Bachelors,1,31,3,7,0,0,49,,,,,,,,,,,,,,0,,0,,49,21,,
,Sales & Marketing,Bachelors,1,32,1,9,0,0,53,,,,,,,,,,,,,,0,,0,,53,9,,
,Technology,Masters & above,1,34,1,9,0,0,76,,,,,,,,,,,,,,0,,0,,76,9,,
,Procurement,Masters & above,1,49,1,7,0,0,69,,,,,,,,,,,,,,0,,0,,69,7,,
,Sales & Marketing,Bachelors,1,30,3,4,0,0,48,,,,,,,,,,,,,,0,,0,,48,12,,
,Sales & Marketing,Masters & above,3,34,3,6,0,0,52,,,,,,,,,,,,,,0,,0,,156,18,,
,R&D,,1,28,3,5,0,0,84,,,,,,,,,,,,,,0,,0,,84,15,,
,Technology,Bachelors,1,27,3,5,0,0,80,,,,,,,,,,,,,,0,,0,,80,15,,
,Sales & Marketing,Bachelors,1,29,3,6,0,0,48,,,,,,,,,,,,,,0,,0,,48,18,,
,Procurement,Masters & above,1,40,4,8,0,0,72,,,,,,,,,,,,,,0,,0,,72,32,,
,HR,Bachelors,1,30,3,3,1,0,52,,,,,,,,,,,,,,0,,0,,52,9,,
,Procurement,Bachelors,1,32,3,5,0,0,72,,,,,,,,,,,,,,0,,0,,72,15,,
,HR,Masters & above,1,35,3,5,0,0,58,,,,,,,,,,,,,,0,,0,,58,15,,
,Operations,Bachelors,1,43,5,16,0,0,61,,,,,,,,,,,,,,0,,0,,61,80,,
,Sales & Marketing,Bachelors,1,30,3,4,0,0,52,,,,,,,,,,,,,,0,,0,,52,12,,
,HR,Bachelors,1,55,5,6,1,0,48,,,,,,,,,,,,,,0,,0,,48,30,,
,Operations,Bachelors,1,27,5,3,0,0,64,,,,,,,,,,,,,,0,,0,,64,15,,
,Sales & Marketing,Bachelors,2,26,3,4,0,0,49,,,,,,,,,,,,,,0,,0,,98,12,,
,Operations,Bachelors,1,33,1,2,0,0,56,,,,,,,,,,,,,,0,,0,,56,2,,
,Sales & Marketing,Masters & above,1,49,3,5,0,0,48,,,,,,,,,,,,,,0,,0,,48,15,,
,Procurement,Bachelors,1,30,5,2,1,0,92,,,,,,,,,,,,,,0,,0,,92,10,,
,Operations,Bachelors,1,27,,1,1,0,61,,,,,,,,,,,,,,0,,0,,61,,,
,Technology,Masters & above,1,52,1,3,0,0,76,,,,,,,,,,,,,,0,,0,,76,3,,
,HR,Bachelors,2,42,5,3,0,0,47,,,,,,,,,,,,,,0,,0,,94,15,,
,Technology,Bachelors,1,30,3,3,0,0,77,,,,,,,,,,,,,,0,,0,,77,9,,
,Analytics,Bachelors,1,38,2,5,0,0,82,,,,,,,,,,,,,,0,,0,,82,10,,
,Operations,Below Secondary,1,25,,1,0,0,62,,,,,,,,,,,,,,0,,0,,62,,,
,Finance,Masters & above,2,32,5,9,1,0,63,,,,,,,,,,,,,,0,,0,,126,45,,
,Legal,Bachelors,1,47,3,5,1,0,56,,,,,,,,,,,,,,0,,0,,56,15,,
,Sales & Marketing,Bachelors,1,29,1,6,0,0,55,,,,,,,,,,,,,,0,,0,,55,6,,
,Operations,Masters & above,1,42,2,9,0,0,59,,,,,,,,,,,,,,0,,0,,59,18,,
,Procurement,Bachelors,1,42,5,12,0,0,70,,,,,,,,,,,,,,0,,0,,70,60,,
,Analytics,Bachelors,1,28,3,3,0,0,85,,,,,,,,,,,,,,0,,0,,85,9,,
,Procurement,Masters & above,1,50,5,4,1,0,71,,,,,,,,,,,,,,0,,0,,71,20,,
,Operations,Bachelors,1,32,5,5,1,0,61,,,,,,,,,,,,,,0,,0,,61,25,,
,Sales & Marketing,Masters & above,1,32,5,5,1,0,50,,,,,,,,,,,,,,0,,0,,50,25,,
,Sales & Marketing,Bachelors,3,29,1,3,0,0,49,,,,,,,,,,,,,,0,,0,,147,3,,
,Technology,Masters & above,1,45,2,5,0,0,86,,,,,,,,,,,,,,0,,0,,86,10,,
,Analytics,,1,29,5,6,1,0,83,,,,,,,,,,,,,,0,,0,,83,30,,
,Procurement,Masters & above,1,44,2,14,0,0,71,,,,,,,,,,,,,,0,,0,,71,28,,
,Technology,Bachelors,1,30,,1,1,0,79,,,,,,,,,,,,,,0,,0,,79,,,
,Technology,Masters & above,1,32,3,4,1,0,78,,,,,,,,,,,,,,0,,0,,78,12,,
,Sales & Marketing,Bachelors,1,37,4,7,0,0,44,,,,,,,,,,,,,,0,,0,,44,28,,
,Analytics,Bachelors,3,29,4,5,0,0,83,,,,,,,,,,,,,,0,,0,,249,20,,
,Technology,Masters & above,1,37,5,10,1,0,82,,,,,,,,,,,,,,0,,0,,82,50,,
,Technology,Bachelors,2,58,4,2,1,1,81,,,,,,,,,,,,,,0,,0,,162,8,,
,Operations,Bachelors,1,28,1,2,0,0,54,,,,,,,,,,,,,,0,,0,,54,2,,
,Operations,Bachelors,1,29,,1,0,0,64,,,,,,,,,,,,,,0,,0,,64,,,
,Sales & Marketing,Bachelors,1,31,4,7,0,0,47,,,,,,,,,,,,,,0,,0,,47,28,,
,Procurement,Masters & above,1,44,2,8,1,0,71,,,,,,,,,,,,,,0,,0,,71,16,,
,Operations,Bachelors,1,33,3,2,1,0,62,,,,,,,,,,,,,,0,,0,,62,6,,
,Procurement,Bachelors,2,34,3,7,0,0,70,,,,,,,,,,,,,,0,,0,,140,21,,
,Technology,Bachelors,1,30,3,3,0,0,80,,,,,,,,,,,,,,0,,0,,80,9,,
,Analytics,Bachelors,1,25,,1,0,0,85,,,,,,,,,,,,,,0,,0,,85,,,
,Sales & Marketing,Bachelors,1,30,4,1,0,0,52,,,,,,,,,,,,,,0,,0,,52,4,,
,Operations,Bachelors,1,28,4,6,0,0,57,,,,,,,,,,,,,,0,,0,,57,24,,
,Analytics,Bachelors,1,29,3,5,0,0,89,,,,,,,,,,,,,,0,,0,,89,15,,
,Finance,Bachelors,1,27,1,3,0,0,63,,,,,,,,,,,,,,0,,0,,63,3,,
,Sales & Marketing,Bachelors,2,31,3,10,0,0,47,,,,,,,,,,,,,,0,,0,,94,30,,
,Analytics,Bachelors,1,26,3,2,0,0,84,,,,,,,,,,,,,,0,,0,,84,6,,
,R&D,Masters & above,1,32,5,2,1,0,84,,,,,,,,,,,,,,0,,0,,84,10,,
,Operations,Masters & above,1,35,5,8,1,0,60,,,,,,,,,,,,,,0,,0,,60,40,,
,Sales & Marketing,Masters & above,1,44,5,16,1,0,49,,,,,,,,,,,,,,0,,0,,49,80,,
,Operations,Bachelors,2,32,3,8,1,0,60,,,,,,,,,,,,,,0,,0,,120,24,,
,Sales & Marketing,Masters & above,1,34,5,3,0,0,53,,,,,,,,,,,,,,0,,0,,53,15,,
,Sales & Marketing,,1,25,4,4,1,0,53,,,,,,,,,,,,,,0,,0,,53,16,,
,Operations,Masters & above,1,47,3,15,0,0,59,,,,,,,,,,,,,,0,,0,,59,45,,
,Procurement,Bachelors,1,32,4,5,1,0,68,,,,,,,,,,,,,,0,,0,,68,20,,
,Sales & Marketing,,1,28,3,2,1,1,47,,,,,,,,,,,,,,0,,0,,47,6,,
,Sales & Marketing,Bachelors,1,53,2,15,0,0,52,,,,,,,,,,,,,,0,,0,,52,30,,
,Technology,Bachelors,2,41,4,3,0,0,78,,,,,,,,,,,,,,0,,0,,156,12,,
,Sales & Marketing,Bachelors,3,38,1,2,0,0,49,,,,,,,,,,,,,,0,,0,,147,2,,
,Operations,Bachelors,1,30,5,2,0,0,61,,,,,,,,,,,,,,0,,0,,61,10,,
,R&D,Bachelors,1,29,5,5,1,0,88,,,,,,,,,,,,,,0,,0,,88,25,,
,Analytics,Bachelors,1,28,2,3,0,0,86,,,,,,,,,,,,,,0,,0,,86,6,,
,Analytics,Bachelors,1,27,3,5,0,0,90,,,,,,,,,,,,,,0,,0,,90,15,,
,Procurement,Bachelors,1,26,2,3,1,0,67,,,,,,,,,,,,,,0,,0,,67,6,,
,Sales & Marketing,Bachelors,1,42,1,12,0,0,51,,,,,,,,,,,,,,0,,0,,51,12,,
,Operations,Bachelors,1,33,5,5,1,0,66,,,,,,,,,,,,,,0,,0,,66,25,,
,Analytics,Bachelors,1,34,2,8,0,0,83,,,,,,,,,,,,,,0,,0,,83,16,,
,Sales & Marketing,Masters & above,1,38,5,9,0,0,51,,,,,,,,,,,,,,0,,0,,51,45,,
,Operations,Masters & above,1,52,4,16,0,0,60,,,,,,,,,,,,,,0,,0,,60,64,,
,Legal,Bachelors,1,44,1,5,0,0,63,,,,,,,,,,,,,,0,,0,,63,5,,
,Sales & Marketing,Bachelors,1,40,5,7,0,0,53,,,,,,,,,,,,,,0,,0,,53,35,,
,Technology,Bachelors,4,33,5,9,1,0,82,,,,,,,,,,,,,,0,,0,,328,45,,
,Sales & Marketing,Masters & above,1,46,5,13,0,0,48,,,,,,,,,,,,,,0,,0,,48,65,,
,Technology,Masters & above,2,32,3,6,0,0,77,,,,,,,,,,,,,,0,,0,,154,18,,
,Technology,Below Secondary,1,25,5,2,0,0,89,,,,,,,,,,,,,,0,,0,,89,10,,
,Analytics,Bachelors,1,30,5,1,1,0,84,,,,,,,,,,,,,,0,,0,,84,5,,
,Sales & Marketing,Bachelors,1,26,5,3,0,0,48,,,,,,,,,,,,,,0,,0,,48,15,,
,Sales & Marketing,Bachelors,1,37,4,8,0,0,48,,,,,,,,,,,,,,0,,0,,48,32,,
,HR,Masters & above,1,43,3,2,1,0,49,,,,,,,,,,,,,,0,,0,,49,6,,
,Sales & Marketing,Bachelors,1,37,3,3,1,0,44,,,,,,,,,,,,,,0,,0,,44,9,,
,Procurement,Masters & above,3,35,3,10,0,0,70,,,,,,,,,,,,,,0,,0,,210,30,,
,Sales & Marketing,Masters & above,1,35,4,2,0,0,52,,,,,,,,,,,,,,0,,0,,52,8,,
,Sales & Marketing,Masters & above,1,57,1,27,0,0,55,,,,,,,,,,,,,,0,,0,,55,27,,
,Operations,Bachelors,1,27,5,4,1,0,63,,,,,,,,,,,,,,0,,0,,63,20,,
,Sales & Marketing,Bachelors,1,45,1,6,0,0,48,,,,,,,,,,,,,,0,,0,,48,6,,
,Analytics,Bachelors,1,28,3,6,0,0,83,,,,,,,,,,,,,,0,,0,,83,18,,
,Operations,Bachelors,1,45,5,3,1,0,60,,,,,,,,,,,,,,0,,0,,60,15,,
,Technology,Masters & above,2,34,3,8,0,0,79,,,,,,,,,,,,,,0,,0,,158,24,,
,Technology,Bachelors,1,29,3,4,1,0,81,,,,,,,,,,,,,,0,,0,,81,12,,
,Sales & Marketing,Bachelors,1,25,,1,1,0,52,,,,,,,,,,,,,,0,,0,,52,,,
,Procurement,Bachelors,1,38,5,10,1,0,70,,,,,,,,,,,,,,0,,0,,70,50,,
,Technology,Bachelors,1,34,2,9,0,0,73,,,,,,,,,,,,,,0,,0,,73,18,,
,Procurement,Bachelors,1,34,3,9,1,0,72,,,,,,,,,,,,,,0,,0,,72,27,,
,Operations,Masters & above,1,46,5,13,1,0,57,,,,,,,,,,,,,,0,,0,,57,65,,
,Technology,Masters & above,1,40,3,7,0,0,76,,,,,,,,,,,,,,0,,0,,76,21,,
,Analytics,Bachelors,2,27,,1,1,0,85,,,,,,,,,,,,,,0,,0,,170,,,
,Sales & Marketing,,1,41,2,11,0,0,54,,,,,,,,,,,,,,0,,0,,54,22,,
,Procurement,Masters & above,1,34,4,9,0,0,68,,,,,,,,,,,,,,0,,0,,68,36,,
,Operations,Bachelors,1,40,1,9,0,0,63,,,,,,,,,,,,,,0,,0,,63,9,,
,HR,Masters & above,1,48,3,18,0,0,46,,,,,,,,,,,,,,0,,0,,46,54,,
,Sales & Marketing,Bachelors,2,29,4,4,0,0,51,,,,,,,,,,,,,,0,,0,,102,16,,
,Analytics,Bachelors,1,29,3,8,0,0,84,,,,,,,,,,,,,,0,,0,,84,24,,
,Analytics,Bachelors,1,27,3,3,0,0,86,,,,,,,,,,,,,,0,,0,,86,9,,
,Technology,Bachelors,2,29,4,2,1,0,76,,,,,,,,,,,,,,0,,0,,152,8,,
,Sales & Marketing,Bachelors,1,30,1,5,0,0,48,,,,,,,,,,,,,,0,,0,,48,5,,
,Sales & Marketing,,3,31,3,3,0,0,51,,,,,,,,,,,,,,0,,0,,153,9,,
,Sales & Marketing,Bachelors,1,28,3,6,1,0,51,,,,,,,,,,,,,,0,,0,,51,18,,
,Technology,Bachelors,2,28,3,3,0,0,77,,,,,,,,,,,,,,0,,0,,154,9,,
,Analytics,Masters & above,1,36,3,3,0,0,83,,,,,,,,,,,,,,0,,0,,83,9,,
,HR,Bachelors,1,23,3,2,0,0,49,,,,,,,,,,,,,,0,,0,,49,6,,
,Sales & Marketing,Bachelors,1,28,3,2,0,0,51,,,,,,,,,,,,,,0,,0,,51,6,,
,Legal,Below Secondary,1,29,4,3,0,0,64,,,,,,,,,,,,,,0,,0,,64,12,,
,Sales & Marketing,Masters & above,1,43,1,17,0,0,50,,,,,,,,,,,,,,0,,0,,50,17,,
,Analytics,Bachelors,1,31,3,6,0,1,85,,,,,,,,,,,,,,0,,0,,85,18,,
,Sales & Marketing,Bachelors,2,27,5,3,0,0,47,,,,,,,,,,,,,,0,,0,,94,15,,
,Operations,Bachelors,1,27,3,2,1,0,60,,,,,,,,,,,,,,0,,0,,60,6,,
,Procurement,Bachelors,1,49,2,16,0,0,66,,,,,,,,,,,,,,0,,0,,66,32,,
,Procurement,Masters & above,1,45,3,17,0,0,69,,,,,,,,,,,,,,0,,0,,69,51,,
,Procurement,Bachelors,2,33,3,9,0,0,76,,,,,,,,,,,,,,0,,0,,152,27,,
,Operations,Bachelors,1,29,5,6,1,0,61,,,,,,,,,,,,,,0,,0,,61,30,,
,Finance,Bachelors,1,37,3,3,1,0,57,,,,,,,,,,,,,,0,,0,,57,9,,
,Sales & Marketing,Bachelors,2,29,1,3,1,0,49,,,,,,,,,,,,,,0,,0,,98,3,,
,Analytics,Bachelors,1,26,,1,0,0,82,,,,,,,,,,,,,,0,,0,,82,,,
,Sales & Marketing,Bachelors,1,43,2,5,0,0,47,,,,,,,,,,,,,,0,,0,,47,10,,
,Sales & Marketing,Masters & above,1,31,4,4,0,0,53,,,,,,,,,,,,,,0,,0,,53,16,,
,Sales & Marketing,Bachelors,1,33,4,1,0,0,48,,,,,,,,,,,,,,0,,0,,48,4,,
,Procurement,Bachelors,1,30,5,5,1,0,71,,,,,,,,,,,,,,0,,0,,71,25,,
,Procurement,Bachelors,1,45,3,18,0,0,67,,,,,,,,,,,,,,0,,0,,67,54,,
,Technology,Bachelors,1,30,1,6,0,0,82,,,,,,,,,,,,,,0,,0,,82,6,,
,Sales & Marketing,Bachelors,1,38,3,10,0,0,65,,,,,,,,,,,,,,0,,0,,65,30,,
,Finance,Bachelors,1,33,4,6,0,0,62,,,,,,,,,,,,,,0,,0,,62,24,,
,Sales & Marketing,Bachelors,1,44,2,16,0,0,47,,,,,,,,,,,,,,0,,0,,47,32,,
,Technology,Bachelors,1,25,1,2,0,0,77,,,,,,,,,,,,,,0,,0,,77,2,,
,Sales & Marketing,Masters & above,2,36,1,6,0,0,54,,,,,,,,,,,,,,0,,0,,108,6,,
,Analytics,Masters & above,2,47,3,2,0,0,84,,,,,,,,,,,,,,0,,0,,168,6,,
,Analytics,Bachelors,1,30,5,7,1,0,88,,,,,,,,,,,,,,0,,0,,88,35,,
,Technology,Bachelors,1,24,,1,1,0,84,,,,,,,,,,,,,,0,,0,,84,,,
,Sales & Marketing,Bachelors,1,26,3,5,0,0,45,,,,,,,,,,,,,,0,,0,,45,15,,
,Operations,Bachelors,1,36,3,10,0,0,59,,,,,,,,,,,,,,0,,0,,59,30,,
,Sales & Marketing,Bachelors,1,28,5,3,0,0,47,,,,,,,,,,,,,,0,,0,,47,15,,
,Operations,Bachelors,1,26,3,3,0,0,88,,,,,,,,,,,,,,0,,0,,88,9,,
,Procurement,Bachelors,1,37,5,8,1,0,70,,,,,,,,,,,,,,0,,0,,70,40,,
,Sales & Marketing,,1,28,3,2,1,0,48,,,,,,,,,,,,,,0,,0,,48,6,,
,Procurement,Bachelors,1,38,3,9,0,0,83,,,,,,,,,,,,,,0,,0,,83,27,,
,Finance,Bachelors,1,34,3,9,1,0,61,,,,,,,,,,,,,,0,,0,,61,27,,
,Finance,Bachelors,1,29,4,2,0,0,63,,,,,,,,,,,,,,0,,0,,63,8,,
,Procurement,Masters & above,1,36,5,4,1,0,70,,,,,,,,,,,,,,0,,0,,70,20,,
,Sales & Marketing,Bachelors,1,58,5,11,0,0,50,,,,,,,,,,,,,,0,,0,,50,55,,
,Technology,Bachelors,1,33,3,6,0,0,77,,,,,,,,,,,,,,0,,0,,77,18,,
,Operations,Bachelors,1,38,5,5,1,0,59,,,,,,,,,,,,,,0,,0,,59,25,,
,Sales & Marketing,Bachelors,1,27,3,2,0,0,48,,,,,,,,,,,,,,0,,0,,48,6,,
,HR,Masters & above,1,52,3,23,0,0,45,,,,,,,,,,,,,,0,,0,,45,69,,
,Analytics,Bachelors,1,30,5,1,1,0,84,,,,,,,,,,,,,,0,,0,,84,5,,
,Procurement,Bachelors,1,38,5,7,1,0,70,,,,,,,,,,,,,,0,,0,,70,35,,
,Operations,Bachelors,1,40,4,3,1,0,57,,,,,,,,,,,,,,0,,0,,57,12,,
,Sales & Marketing,Bachelors,1,54,5,10,1,0,47,,,,,,,,,,,,,,0,,0,,47,50,,
,Technology,Bachelors,1,38,3,9,0,0,83,,,,,,,,,,,,,,0,,0,,83,27,,
,Operations,Bachelors,1,31,3,4,0,0,60,,,,,,,,,,,,,,0,,0,,60,12,,
